tradingsymbol,exchange,instrument_token,isin,product,price,quantity,used_quantity,t1_quantity,realised_quantity,authorised_quantity,authorised_date,authorisation,opening_quantity,short_quantity,collateral_quantity,collateral_type,discrepancy,average_price,last_price,close_price,pnl,day_change,day_change_percentage,source,key,ltp,open,high,low,qty,Invested,value,value_H,PnL,PnL_H,PnL%,PnL%_H,Yvalue,dPnL,dPnL%
SUBEXLTD,NSE,247553.0,INE754A01055,CNC,0.0,186.0,0.0,0.0,186.0,0.0,2023-10-02 00:00:00,{},186.0,0.0,0.0,,False,37.6,32.55,32.3,-939.3000000000008,0.25,0.7739938080495357,holdings,NSE:SUBEXLTD,32.55,32.45,32.95,32.3,186.0,6993.6,6054.3,6128.700000000001,-939.3,-864.8999999999996,-13.43,-12.37,6007.8,46.5,-15.63
SUBROS,BSE,132395012.0,INE287B01021,CNC,0.0,11.0,0.0,0.0,11.0,0.0,2023-10-02 00:00:00,{},11.0,0.0,0.0,,False,433.5,387.75,389.7,-503.25,-1.9499999999999886,-0.5003849114703589,holdings,BSE:SUBROS,387.75,393.35,393.8,387.4,11.0,4768.5,4265.25,4331.8,-503.25,-436.6999999999998,-10.55,-9.16,4286.7,-21.45,-11.74
SUDARSCHEM,BSE,129703684.0,INE659A01023,CNC,0.0,18.0,0.0,0.0,18.0,0.0,2023-10-02 00:00:00,{},18.0,0.0,0.0,,False,549.9,478.0,479.05,-1294.149996000001,-1.0500000000000114,-0.21918380127335588,holdings,BSE:SUDARSCHEM,478.0,483.85,483.85,477.05,18.0,9898.15,8604.0,8709.300000000001,-1294.15,-1188.849995999999,-13.07,-12.01,8622.9,-18.9,-15.01
SUPERSPIN,BSE,133422084.0,INE662A01027,CNC,0.0,549.0,0.0,0.0,549.0,0.0,2023-10-02 00:00:00,{},549.0,0.0,0.0,,False,9.1,8.01,7.9,-598.41,0.10999999999999943,1.392405063291132,holdings,BSE:SUPERSPIN,8.01,7.85,8.16,7.85,549.0,4995.9,4397.49,4479.84,-598.41,-516.0599999999995,-11.98,-10.33,4337.1,60.39,-13.8
SUPREME,BSE,135853316.0,INE822E01011,CNC,0.0,110.0,0.0,0.0,110.0,0.0,2023-10-02 00:00:00,{},110.0,0.0,0.0,,False,92.16,77.93,76.13,-1565.2999999999988,1.8000000000000114,2.3643767240247096,holdings,BSE:SUPREME,77.93,74.2,79.0,74.2,110.0,10137.6,8572.3,8690.0,-1565.3,-1447.6000000000004,-15.44,-14.28,8374.3,198.0,-18.69
SURYODAY,NSE,760321.0,INE428Q01011,CNC,0.0,56.0,0.0,0.0,56.0,0.0,2023-10-02 00:00:00,{},56.0,0.0,0.0,,False,181.18,162.85,158.8,-1026.200000000001,4.049999999999983,2.5503778337531378,holdings,NSE:SURYODAY,162.85,159.95,165.3,159.7,56.0,10145.8,9119.6,9256.800000000001,-1026.2,-889.0,-10.11,-8.76,8892.8,226.8,-11.54
SUVEN,NSE,2875649.0,INE495B01038,CNC,0.0,65.0,0.0,0.0,65.0,0.0,2023-10-02 00:00:00,{},65.0,0.0,0.0,,False,78.35,71.05,70.5,-474.49999999999983,0.5499999999999972,0.7801418439716272,holdings,NSE:SUVEN,71.05,70.9,73.5,70.55,65.0,5092.75,4618.25,4777.5,-474.5,-315.25,-9.32,-6.19,4582.5,35.75,-10.35
SWANENERGY,BSE,128847364.0,INE665A01038,CNC,0.0,32.0,0.0,0.0,32.0,0.0,2023-10-02 00:00:00,{},32.0,0.0,0.0,,False,311.0,287.25,286.95,-760.0,0.30000000000001137,0.10454783063251834,holdings,BSE:SWANENERGY,287.25,292.95,292.95,285.05,32.0,9952.0,9192.0,9374.4,-760.0,-577.6000000000004,-7.64,-5.8,9182.4,9.6,-8.28
SYNCOMF,NSE,3069953.0,INE312C01025,CNC,0.0,799.0,0.0,0.0,799.0,0.0,2023-10-02 00:00:00,{},799.0,0.0,0.0,,False,8.8,8.4,8.45,-319.6000000000003,-0.049999999999998934,-0.5917159763313483,holdings,NSE:SYNCOMF,8.4,8.45,8.55,8.35,799.0,7031.2,6711.6,6831.450000000001,-319.6,-199.75,-4.55,-2.84,6751.55,-39.95,-4.73
TALBROAUTO,NSE,3493889.0,INE187D01011,CNC,0.0,5.0,0.0,0.0,5.0,0.0,2023-10-02 00:00:00,{},5.0,0.0,0.0,,False,1068.47,1045.9,1040.0,-112.84999999999968,5.900000000000091,0.5673076923077011,holdings,NSE:TALBROAUTO,1045.9,1054.0,1069.9,1040.05,5.0,5342.35,5229.5,5349.5,-112.85,7.149999999999636,-2.11,0.13,5200.0,29.5,-2.17
TARC,NSE,404737.0,INE0EK901012,CNC,0.0,52.0,0.0,0.0,52.0,0.0,2023-10-02 00:00:00,{},52.0,0.0,0.0,,False,95.25,94.8,90.6,-23.400000000000148,4.200000000000003,4.635761589403977,holdings,NSE:TARC,94.8,90.65,95.8,90.65,52.0,4953.0,4929.6,4981.599999999999,-23.4,28.599999999999454,-0.47,0.58,4711.2,218.4,-0.5
TATAELXSI,NSE,873217.0,INE670A01012,CNC,0.0,2.0,0.0,0.0,2.0,0.0,2023-10-02 00:00:00,{},2.0,0.0,0.0,,False,7633.0,7227.15,7228.0,-811.7000000000007,-0.8500000000003638,-0.01175982291090708,holdings,NSE:TATAELXSI,7227.15,7248.0,7264.0,7206.0,2.0,15266.0,14454.3,14528.0,-811.7,-738.0,-5.32,-4.83,14456.0,-1.7,-5.61
TBZ,BSE,136798468.0,INE760L01018,CNC,0.0,41.0,0.0,0.0,41.0,0.0,2023-10-02 00:00:00,{},41.0,0.0,0.0,,False,119.5,117.45,110.95,-84.04999999999988,6.5,5.8584948174853535,holdings,BSE:TBZ,117.45,111.7,118.15,110.7,41.0,4899.5,4815.45,4844.150000000001,-84.05,-55.349999999999454,-1.72,-1.13,4548.95,266.5,-1.85
TCI,BSE,136281348.0,INE688A01022,CNC,0.0,12.0,0.0,0.0,12.0,0.0,2023-10-02 00:00:00,{},12.0,0.0,0.0,,False,826.35,783.4,785.6,-515.4000000000005,-2.2000000000000455,-0.2800407331975618,holdings,BSE:TCI,783.4,783.55,791.2,780.4,12.0,9916.2,9400.8,9494.400000000001,-515.4,-421.7999999999993,-5.2,-4.25,9427.2,-26.4,-5.47
THEMISMED,BSE,135730948.0,INE083B01016,CNC,0.0,5.0,0.0,0.0,5.0,0.0,2023-10-02 00:00:00,{},5.0,0.0,0.0,,False,1730.96,1825.0,1760.05,470.1999999999998,64.95000000000005,3.690236072838843,holdings,BSE:THEMISMED,1825.0,1766.8,1825.0,1766.8,5.0,8654.8,9125.0,9125.0,470.2,470.2000000000007,5.43,5.43,8800.25,324.75,5.34
TIDEWATER,NSE,3588865.0,INE484C01030,CNC,0.0,8.0,0.0,0.0,8.0,0.0,2023-10-02 00:00:00,{},8.0,0.0,0.0,,False,1238.35,1216.85,1230.9,-172.0,-14.050000000000182,-1.141441221870191,holdings,NSE:TIDEWATER,1216.85,1234.0,1244.0,1210.0,8.0,9906.8,9734.8,9952.0,-172.0,45.20000000000073,-1.74,0.46,9847.2,-112.4,-1.75
TIINDIA,NSE,79873.0,INE974X01010,CNC,0.0,1.0,0.0,0.0,1.0,0.0,2023-10-02 00:00:00,{},1.0,0.0,0.0,,False,3694.95,2988.3,3103.8,-706.6499999999996,-115.5,-3.7212449255751014,holdings,NSE:TIINDIA,2988.3,3040.0,3100.3,2905.0,1.0,3694.95,2988.3,3100.3,-706.65,-594.6499999999996,-19.12,-16.09,3103.8,-115.5,-22.77
TIMEX,BSE,128105988.0,INE064A01026,CNC,0.0,56.0,0.0,0.0,56.0,0.0,2023-10-02 00:00:00,{},56.0,0.0,0.0,,False,173.65,153.8,152.05,-1111.5999999999997,1.75,1.1509371917132523,holdings,BSE:TIMEX,153.8,151.0,153.8,151.0,56.0,9724.4,8612.8,8612.800000000001,-1111.6,-1111.5999999999985,-11.43,-11.43,8514.8,98.0,-13.05
TREL,BSE,139252484.0,INE0O3901029,CNC,0.0,0.0,0.0,229.0,0.0,0.0,2023-10-02 00:00:00,{},229.0,0.0,0.0,,False,43.75,43.56,42.94,-43.50999999999948,0.6200000000000045,1.4438751746623302,holdings,BSE:TREL,43.56,43.99,45.95,42.9,229.0,10018.75,9975.24,10522.550000000001,-43.51,503.8000000000011,-0.43,5.03,9833.26,141.98,-0.44
TRF,BSE,129498628.0,INE391D01019,CNC,0.0,40.0,0.0,0.0,40.0,0.0,2023-10-02 00:00:00,{},40.0,0.0,0.0,,False,247.55,238.8,235.25,-350.0,3.5500000000000114,1.5090329436769443,holdings,BSE:TRF,238.8,235.5,241.4,235.45,40.0,9902.0,9552.0,9656.0,-350.0,-246.0,-3.53,-2.48,9410.0,142.0,-3.72
UDAICEMENT,BSE,135713540.0,INE225C01029,CNC,0.0,208.0,0.0,0.0,208.0,0.0,2023-10-02 00:00:00,{},208.0,0.0,0.0,,False,33.6,31.47,32.08,-443.04000000000053,-0.6099999999999994,-1.9014962593516194,holdings,BSE:UDAICEMENT,31.47,32.22,32.56,30.54,208.0,6988.8,6545.76,6772.4800000000005,-443.04,-216.3199999999997,-6.34,-3.1,6672.64,-126.88,-6.64
UGROCAP,NSE,1360129.0,INE583D01011,CNC,0.0,16.0,0.0,0.0,16.0,0.0,2023-10-02 00:00:00,{},16.0,0.0,0.0,,False,305.05,280.05,280.0,-400.0,0.05000000000001137,0.01785714285714692,holdings,NSE:UGROCAP,280.05,280.25,285.85,278.55,16.0,4880.8,4480.8,4573.6,-400.0,-307.1999999999998,-8.2,-6.29,4480.0,0.8,-8.93
UNIDT,NSE,51457.0,INE961D01019,CNC,0.0,38.0,0.0,0.0,38.0,0.0,2023-10-02 00:00:00,{},38.0,0.0,0.0,,False,257.25,243.05,237.0,-539.5999999999996,6.050000000000011,2.55274261603376,holdings,NSE:UNIDT,243.05,237.0,248.0,237.0,38.0,9775.5,9235.9,9424.0,-539.6,-351.5,-5.52,-3.6,9006.0,229.9,-5.99
UNIENTER,NSE,2891009.0,INE037A01022,CNC,0.0,56.0,0.0,0.0,56.0,0.0,2023-10-02 00:00:00,{},56.0,0.0,0.0,,False,179.9,163.75,161.45,-904.4000000000003,2.3000000000000114,1.424589656240329,holdings,NSE:UNIENTER,163.75,162.5,166.5,160.55,56.0,10074.4,9170.0,9324.0,-904.4,-750.3999999999996,-8.98,-7.45,9041.2,128.8,-10.0
UNITEDTEA,NSE,4607745.0,INE458F01011,CNC,0.0,14.0,0.0,0.0,14.0,0.0,2023-10-02 00:00:00,{},14.0,0.0,0.0,,False,350.35,314.65,312.55,-499.80000000000064,2.099999999999966,0.671892497200437,holdings,NSE:UNITEDTEA,314.65,312.55,316.8,312.05,14.0,4904.9,4405.1,4435.2,-499.8,-469.7000000000007,-10.19,-9.58,4375.7,29.4,-11.42
UNIVCABLES,NSE,923393.0,INE279A01012,CNC,0.0,10.0,0.0,0.0,10.0,0.0,2023-10-02 00:00:00,{},10.0,0.0,0.0,,False,486.8,481.15,477.2,-56.50000000000034,3.9499999999999886,0.8277451802179356,holdings,NSE:UNIVCABLES,481.15,479.7,489.6,476.3,10.0,4868.0,4811.5,4896.0,-56.5,28.0,-1.16,0.58,4772.0,39.5,-1.18
UPL,BSE,131089924.0,INE628A01036,CNC,0.0,16.0,0.0,0.0,16.0,0.0,2023-10-02 00:00:00,{},16.0,0.0,0.0,,False,635.0,616.25,605.0,-300.0,11.25,1.859504132231405,holdings,BSE:UPL,616.25,614.95,621.5,609.4,16.0,10160.0,9860.0,9944.0,-300.0,-216.0,-2.95,-2.13,9680.0,180.0,-3.1
UTTAMSUGAR,NSE,3424257.0,INE786F01031,CNC,0.0,23.0,0.0,0.0,23.0,0.0,2023-10-02 00:00:00,{},23.0,0.0,0.0,,False,438.0,418.05,421.35,-458.79999799999916,-3.3000000000000114,-0.7831968672125338,holdings,NSE:UTTAMSUGAR,418.05,422.3,425.85,415.1,23.0,10073.95,9615.15,9794.550000000001,-458.8,-279.39999799999896,-4.55,-2.77,9691.05,-75.9,-4.73
VAKRANGEE,BSE,130926340.0,INE051B01021,CNC,0.0,282.0,0.0,0.0,282.0,0.0,2023-10-02 00:00:00,{},282.0,0.0,0.0,,False,18.1,17.46,17.16,-180.48000000000016,0.3000000000000007,1.7482517482517526,holdings,BSE:VAKRANGEE,17.46,17.18,17.54,17.0,282.0,5104.2,4923.72,4946.28,-180.48,-157.92000000000098,-3.54,-3.09,4839.12,84.6,-3.73
VIKASLIFE,BSE,138919684.0,INE161L01027,CNC,0.0,825.0,0.0,0.0,825.0,0.0,2023-10-02 00:00:00,{},825.0,0.0,0.0,,False,6.2,5.37,5.37,-684.7500000000001,0.0,0.0,holdings,BSE:VIKASLIFE,5.37,5.4,5.46,5.3,825.0,5115.0,4430.25,4504.5,-684.75,-610.5,-13.39,-11.94,4430.25,0.0,-15.46
WATERBASE,BSE,134056964.0,INE054C01015,CNC,0.0,77.0,0.0,0.0,77.0,0.0,2023-10-02 00:00:00,{},77.0,0.0,0.0,,False,90.02,82.68,82.34,-564.8399679999998,0.3400000000000034,0.4129220306048134,holdings,BSE:WATERBASE,82.68,82.45,83.55,81.9,77.0,6931.2,6366.36,6433.349999999999,-564.84,-497.84996800000044,-8.15,-7.18,6340.18,26.18,-8.91
WELSPUNIND,NSE,2880769.0,INE192B01031,CNC,0.0,40.0,0.0,0.0,40.0,0.0,2023-10-02 00:00:00,{},40.0,0.0,0.0,,False,125.8,121.45,121.05,-173.99999999999977,0.4000000000000057,0.33044196612970317,holdings,NSE:WELSPUNIND,121.45,122.25,123.15,121.0,40.0,5032.0,4858.0,4926.0,-174.0,-106.0,-3.46,-2.11,4842.0,16.0,-3.59
YUKEN,NSE,1408257.0,INE384C01016,CNC,0.0,6.0,0.0,0.0,6.0,0.0,2023-10-02 00:00:00,{},6.0,0.0,0.0,,False,759.3,737.25,729.45,-132.29999999999973,7.7999999999999545,1.0692987867571395,holdings,NSE:YUKEN,737.25,736.0,764.7,722.0,6.0,4555.8,4423.5,4588.200000000001,-132.3,32.400000000001455,-2.9,0.71,4376.7,46.8,-3.02
ZENSARTECH,BSE,129041156.0,INE520A01027,CNC,0.0,18.0,0.0,0.0,18.0,0.0,2023-10-02 00:00:00,{},18.0,0.0,0.0,,False,538.95,518.0,513.2,-377.1000000000008,4.7999999999999545,0.9353078721745819,holdings,BSE:ZENSARTECH,518.0,513.25,522.2,511.75,18.0,9701.1,9324.0,9399.6,-377.1,-301.5,-3.89,-3.11,9237.6,86.4,-4.08
